Started,Page Title,Page ID,Device Name,User Name,Time,Sent,Received,Method,Result,Type,URL,Render Start,DOM Load,HTTP Load,Page Load,Network,Cache Read
,Login,1,SHA-LRI-PC-155,jeff yang,0.315,2211,3139,,,,,,,0.315,,,
2016-12-15 16:21:18.784000,,1,SHA-LRI-PC-155,jeff yang,0.158,317,2017,GET,200,html,http://54.183.138.41:8080/colline/,,,,,0.155,
2016-12-15 16:21:18.946000,,1,SHA-LRI-PC-155,jeff yang,0.153,448,281,GET,304,css,http://54.183.138.41:8080/colline/common/styles/content.css,,,,,0.151,0.001
2016-12-15 16:21:18.946000,,1,SHA-LRI-PC-155,jeff yang,0.152,475,281,GET,304,javascript,http://54.183.138.41:8080/colline/common/script/browserVer.js,,,,,0.150,0.001
2016-12-15 16:21:18.947000,,1,SHA-LRI-PC-155,jeff yang,0.148,485,281,GET,304,,http://54.183.138.41:8080/colline/img/app/dyn_logo.img,,,,,0.142,0.005
2016-12-15 16:21:18.948000,,1,SHA-LRI-PC-155,jeff yang,0.144,486,279,GET,304,gif,http://54.183.138.41:8080/colline/img/spl/firmtechlog.gif,,,,,0.141,0.002
,Login,2,SHA-LRI-PC-155,jeff yang,0.460,5560,6578,,,,,0.376,0.368,0.460,0.466,,
2016-12-15 16:21:19.109000,,2,SHA-LRI-PC-155,jeff yang,0.160,407,3775,GET,200,html,http://54.183.138.41:8080/colline/index.do?j_winname=colline915648749222502100a,,,,,0.159,
2016-12-15 16:21:19.273000,,2,SHA-LRI-PC-155,jeff yang,0.152,518,282,GET,304,javascript,http://54.183.138.41:8080/colline/lrsux/lrsux/lrsux.min.js,,,,,0.150,0.001
2016-12-15 16:21:19.273000,,2,SHA-LRI-PC-155,jeff yang,0.152,499,281,GET,304,css,http://54.183.138.41:8080/colline/lrsux/lrsux-ui/lrsux-ui.min.css,,,,,0.150,0.001
2016-12-15 16:21:19.274000,,2,SHA-LRI-PC-155,jeff yang,0.145,524,282,GET,304,javascript,http://54.183.138.41:8080/colline/lrsux/lrsux-ui/lrsux-ui.min.js,,,,,0.142,0.002
2016-12-15 16:21:19.275000,,2,SHA-LRI-PC-155,jeff yang,0.145,493,281,GET,304,css,http://54.183.138.41:8080/colline/common/styles/content.css,,,,,0.141,0.003
2016-12-15 16:21:19.275000,,2,SHA-LRI-PC-155,jeff yang,0.144,496,279,GET,304,css,http://54.183.138.41:8080/colline/common/styles/standardMode.css,,,,,0.141,0.002
2016-12-15 16:21:19.276000,,2,SHA-LRI-PC-155,jeff yang,0.145,520,281,GET,304,javascript,http://54.183.138.41:8080/colline/common/script/browserVer.js,,,,,0.140,0.004
2016-12-15 16:21:19.277000,,2,SHA-LRI-PC-155,jeff yang,0.290,530,281,GET,304,,http://54.183.138.41:8080/colline/img/app/dyn_logo.img,,,,,0.141,0.006
2016-12-15 16:21:19.277000,,2,SHA-LRI-PC-155,jeff yang,0.292,526,279,GET,304,gif,http://54.183.138.41:8080/colline/img/log/untext.gif,,,,,0.142,0.007
2016-12-15 16:21:19.278000,,2,SHA-LRI-PC-155,jeff yang,0.290,526,279,GET,304,gif,http://54.183.138.41:8080/colline/img/log/pwtext.gif,,,,,0.140,0.007
2016-12-15 16:21:19.279000,,2,SHA-LRI-PC-155,jeff yang,0.284,521,278,GET,304,gif,http://54.183.138.41:8080/colline/img/spacer.gif,,,,,0.139,0.002
